Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/acquisition_axis_0_st_curr[3:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_in_tdata[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_in_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_cntr[16:0],i_system_wrapper/system_i/acquisition_axis_0_raw_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_raw_data_valid,i_system_wrapper/system_i/acquisition_axis_0_sincos_valid,i_system_wrapper/system_i/acquisition_axis_0_sincos_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_phase_count[31:0],i_system_wrapper/system_i/acquisition_axis_0_carr_mix,i_system_wrapper/system_i/acquisition_axis_0_config_xfft_data[15:0],i_system_wrapper/system_i/acquisition_axis_0_config_xfft_valid,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_next,i_system_wrapper/system_i/acquisition_axis_0_st_xfft_curr,i_system_wrapper/system_i/acquisition_axis_0_st_fft_next[2:0],i_system_wrapper/system_i/acquisition_axis_0_st_fft_curr[2:0],i_system_wrapper/system_i/acquisition_axis_0_switch_position,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tvalid,i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tdata[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_data_out_tlast,i_system_wrapper/system_i/acquisition_axis_0_event_frame_started,i_system_wrapper/system_i/acq_stop_slice_Dout,i_system_wrapper/system_i/acquisition_axis_0_xfft_tvalid1,i_system_wrapper/system_i/acquisition_axis_0_o_acq_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_valid,i_system_wrapper/system_i/acquisition_axis_0_second_peak_last,i_system_wrapper/system_i/acquisition_axis_0_max_peak[15:0],i_system_wrapper/system_i/acquisition_axis_0_max_index_done,i_system_wrapper/system_i/acquisition_axis_0_second_peak_data[31:0],i_system_wrapper/system_i/acquisition_axis_0_second_peak[31:0],i_system_wrapper/system_i/acquisition_axis_0_max_index[15:0],i_system_wrapper/system_i/acq_exclude_limit_slice_Dout[31:0],i_system_wrapper/system_i/acquisition_axis_0_xfft_index[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX
1722,1722,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1723,1723,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1724,1724,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1725,1725,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1726,1726,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1727,1727,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1728,1728,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1729,1729,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1730,1730,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1731,1731,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1732,1732,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1733,1733,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1734,1734,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1735,1735,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1736,1736,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1737,1737,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1738,1738,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1739,1739,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1740,1740,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1741,1741,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1742,1742,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1743,1743,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1744,1744,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1745,1745,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1746,1746,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1747,1747,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1748,1748,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1749,1749,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1750,1750,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1751,1751,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1752,1752,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1753,1753,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1754,1754,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1755,1755,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1756,1756,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1757,1757,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1758,1758,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1759,1759,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1760,1760,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1761,1761,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1762,1762,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1763,1763,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1764,1764,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1765,1765,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1766,1766,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1767,1767,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1768,1768,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1769,1769,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1770,1770,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1771,1771,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1772,1772,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1773,1773,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1774,1774,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1775,1775,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1776,1776,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1777,1777,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1778,1778,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1779,1779,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1780,1780,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1781,1781,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1782,1782,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1783,1783,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1784,1784,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1785,1785,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1786,1786,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1787,1787,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1788,1788,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1789,1789,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1790,1790,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1791,1791,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1792,1792,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1793,1793,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1794,1794,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1795,1795,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1796,1796,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1797,1797,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1798,1798,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1799,1799,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1800,1800,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1801,1801,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1802,1802,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1803,1803,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1804,1804,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1805,1805,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1806,1806,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1807,1807,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1808,1808,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1809,1809,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1810,1810,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1811,1811,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1812,1812,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1813,1813,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1814,1814,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1815,1815,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1816,1816,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1817,1817,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1818,1818,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1819,1819,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1820,1820,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1821,1821,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1822,1822,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1823,1823,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1824,1824,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1825,1825,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1826,1826,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1827,1827,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1828,1828,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1829,1829,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1830,1830,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1831,1831,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1832,1832,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1833,1833,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1834,1834,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1835,1835,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1836,1836,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1837,1837,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1838,1838,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1839,1839,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1840,1840,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1841,1841,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1842,1842,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
1843,1843,0,4,00000000,0,00000,0000,1,0,0140,00000000,0,010c,1,0,0,"ST_FFT",1,1,0,ff9c0094,0,0,0,0,0,0,0,0000,0,ff9c0094,00000000,0,4,0ff0
